student_id,engagement_score,test1_grade,persona_quadrant,persona_kmeans,lifespan,outcome
17955,-0.4287,1,Disengaged,Low eng / low grades,4,Completed
17956,0.0283,4,Engaged achiever,High eng / high grades,4,Completed
17957,0.4173,1,Engaged struggler,High eng / low grades,4,Completed
17958,-0.5248,2,Disengaged,Low eng / low grades,1,Left after Test 1
17959,-0.3043,1,Disengaged,Low eng / low grades,3,Left after Test 3
17960,-1.3227,3,Detached achiever,Low eng / high grades,1,Left after Test 1
17961,0.1645,2,Engaged struggler,High eng / low grades,4,Completed
17962,-0.0792,2,Disengaged,Low eng / low grades,4,Completed
17963,0.9862,0,Engaged struggler,High eng / low grades,4,Administrative dropout
17964,0.18,0,Engaged struggler,High eng / low grades,4,Completed
17965,0.3091,4,Engaged achiever,High eng / high grades,4,Completed
17966,0.0861,0,Engaged struggler,High eng / low grades,4,Completed
17967,-0.3187,2,Disengaged,Low eng / low grades,4,Administrative dropout
17968,-1.1243,4,Detached achiever,Low eng / high grades,4,Completed
17969,-0.2277,4,Detached achiever,Low eng / high grades,4,Completed
17970,0.5541,4,Engaged achiever,High eng / high grades,4,Administrative dropout
17971,0.7793,0,Engaged struggler,High eng / low grades,4,Administrative dropout
17972,-0.1586,0,Disengaged,Low eng / low grades,4,Completed
17973,0.1393,4,Engaged achiever,High eng / high grades,4,Administrative dropout
17974,0.0613,4,Engaged achiever,High eng / high grades,3,Left after Test 3
17975,0.0732,3,Engaged achiever,High eng / high grades,4,Completed
17976,0.2253,0,Engaged struggler,High eng / low grades,4,Completed
17977,0.5984,0,Engaged struggler,High eng / low grades,4,Completed
17978,-0.7928,1,Disengaged,Low eng / low grades,1,Left after Test 1
17979,-0.2979,4,Detached achiever,Low eng / high grades,2,Left after Test 2
17980,0.8666,1,Engaged struggler,High eng / low grades,4,Completed
17981,0.7387,0,Engaged struggler,High eng / low grades,4,Completed
17982,-0.1192,1,Disengaged,Low eng / low grades,4,Completed
17983,0.0165,4,Engaged achiever,High eng / high grades,4,Completed
17984,-1.1264,4,Detached achiever,Low eng / high grades,4,Completed
17985,0.5341,4,Engaged achiever,High eng / high grades,4,Completed
17986,0.1964,0,Engaged struggler,High eng / low grades,4,Completed
17987,-0.2506,3,Detached achiever,Low eng / high grades,4,Administrative dropout
17988,-0.1139,0,Disengaged,Low eng / low grades,4,Completed
17989,0.0542,0,Engaged struggler,Low eng / low grades,4,Completed
17990,0.4341,1,Engaged struggler,High eng / low grades,4,Completed
17991,0.2567,1,Engaged struggler,High eng / low grades,4,Completed
17992,0.637,2,Engaged struggler,High eng / low grades,4,Completed
17993,0.059,1,Engaged struggler,Low eng / low grades,4,Completed
17994,0.7084,4,Engaged achiever,High eng / high grades,4,Completed
17995,0.9581,1,Engaged struggler,High eng / low grades,4,Completed
17996,0.0509,0,Engaged struggler,Low eng / low grades,4,Completed
17997,0.1029,1,Engaged struggler,High eng / low grades,2,Left after Test 2
17998,-0.4295,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17999,0.6143,3,Engaged achiever,High eng / high grades,4,Completed
18000,0.3203,1,Engaged struggler,High eng / low grades,4,Administrative dropout
18001,-1.1377,4,Detached achiever,Low eng / high grades,3,Left after Test 3
18002,-0.9482,4,Detached achiever,Low eng / high grades,4,Completed
18003,0.1723,1,Engaged struggler,High eng / low grades,4,Completed
18004,-0.6179,3,Detached achiever,Low eng / high grades,4,Administrative dropout
18005,-0.7006,1,Disengaged,Low eng / low grades,1,Left after Test 1
18006,0.3393,1,Engaged struggler,High eng / low grades,4,Completed
18007,-0.3613,4,Detached achiever,Low eng / high grades,4,Administrative dropout
18008,1.5775,4,Engaged achiever,High eng / high grades,2,Left after Test 2
18009,-0.8852,1,Disengaged,Low eng / low grades,1,Left after Test 1
18010,1.0823,1,Engaged struggler,High eng / low grades,2,Left after Test 2
18011,-1.1244,4,Detached achiever,Low eng / high grades,4,Completed
18012,-0.0013,4,Detached achiever,High eng / high grades,3,Left after Test 3
18013,-0.9925,0,Disengaged,Low eng / low grades,4,Completed
18014,0.5742,4,Engaged achiever,High eng / high grades,4,Completed
18015,-0.0366,2,Disengaged,Low eng / low grades,4,Completed
18016,1.2362,0,Engaged struggler,High eng / low grades,4,Completed
18017,0.1629,4,Engaged achiever,High eng / high grades,4,Completed
18018,-0.9166,1,Disengaged,Low eng / low grades,2,Left after Test 2
18019,-0.0373,2,Disengaged,Low eng / low grades,3,Left after Test 3
18020,-0.0594,1,Disengaged,Low eng / low grades,4,Completed
18021,1.0717,2,Engaged struggler,High eng / low grades,2,Left after Test 2
18022,0.5269,3,Engaged achiever,High eng / high grades,4,Completed
18023,0.4917,3,Engaged achiever,High eng / high grades,4,Completed
18024,0.0458,3,Engaged achiever,High eng / high grades,3,Left after Test 3
18025,0.2362,2,Engaged struggler,High eng / low grades,4,Administrative dropout
18026,-1.1978,0,Disengaged,Low eng / low grades,4,Completed
18027,0.3037,1,Engaged struggler,High eng / low grades,4,Completed
18028,0.3421,2,Engaged struggler,High eng / low grades,4,Completed
18029,0.541,2,Engaged struggler,High eng / low grades,4,Completed
18030,0.0877,4,Engaged achiever,High eng / high grades,4,Completed
18031,-0.2176,2,Disengaged,Low eng / low grades,4,Completed
18032,-0.0155,4,Detached achiever,High eng / high grades,4,Completed
18033,-0.09,1,Disengaged,Low eng / low grades,4,Completed
18034,-1.2105,4,Detached achiever,Low eng / high grades,4,Completed
18035,0.2408,4,Engaged achiever,High eng / high grades,4,Completed
18036,-0.2381,2,Disengaged,Low eng / low grades,1,Left after Test 1
18037,-0.5713,1,Disengaged,Low eng / low grades,4,Completed
18038,0.891,1,Engaged struggler,High eng / low grades,4,Completed
18039,-0.6768,2,Disengaged,Low eng / low grades,2,Left after Test 2
18040,-0.4113,4,Detached achiever,Low eng / high grades,3,Left after Test 3
18041,-0.3864,4,Detached achiever,Low eng / high grades,3,Left after Test 3
18042,0.5697,2,Engaged struggler,High eng / low grades,4,Administrative dropout
18043,0.2419,4,Engaged achiever,High eng / high grades,4,Completed
18044,0.4619,0,Engaged struggler,High eng / low grades,4,Completed
18045,0.3591,4,Engaged achiever,High eng / high grades,4,Completed
18046,-0.2946,0,Disengaged,Low eng / low grades,4,Completed
18047,0.0818,3,Engaged achiever,High eng / high grades,4,Completed
18048,-1.0977,0,Disengaged,Low eng / low grades,4,Completed
18049,0.7948,2,Engaged struggler,High eng / low grades,4,Completed
18050,0.0356,4,Engaged achiever,High eng / high grades,4,Completed
18051,1.5725,1,Engaged struggler,High eng / low grades,2,Left after Test 2
18052,1.0741,2,Engaged struggler,High eng / low grades,2,Left after Test 2
18053,-0.5428,4,Detached achiever,Low eng / high grades,4,Administrative dropout
18054,-0.2062,1,Disengaged,Low eng / low grades,4,Completed
18055,0.9694,1,Engaged struggler,High eng / low grades,2,Left after Test 2
18056,0.1739,3,Engaged achiever,High eng / high grades,4,Completed
18057,-0.2241,1,Disengaged,Low eng / low grades,1,Left after Test 1
18058,-1.0464,4,Detached achiever,Low eng / high grades,4,Completed
18059,-0.4635,4,Detached achiever,Low eng / high grades,4,Completed
18060,0.0463,4,Engaged achiever,High eng / high grades,4,Administrative dropout
18061,0.5585,4,Engaged achiever,High eng / high grades,4,Completed
18062,-0.7683,2,Disengaged,Low eng / low grades,1,Left after Test 1
18063,-0.9697,3,Detached achiever,Low eng / high grades,4,Administrative dropout
18064,0.0082,4,Engaged achiever,High eng / high grades,4,Completed
18065,-0.3722,3,Detached achiever,Low eng / high grades,4,Completed
18066,-0.3161,1,Disengaged,Low eng / low grades,1,Left after Test 1
18067,-0.5972,0,Disengaged,Low eng / low grades,1,Left after Test 1
18068,-0.4057,4,Detached achiever,Low eng / high grades,4,Administrative dropout
18069,0.1709,1,Engaged struggler,High eng / low grades,4,Completed
18070,0.4007,3,Engaged achiever,High eng / high grades,4,Completed
18071,-1.1244,4,Detached achiever,Low eng / high grades,4,Completed
18072,0.2734,4,Engaged achiever,High eng / high grades,4,Completed
18073,0.5808,4,Engaged achiever,High eng / high grades,4,Completed
18074,0.6018,0,Engaged struggler,High eng / low grades,4,Completed
18075,-1.048,0,Disengaged,Low eng / low grades,4,Completed
18076,0.3301,1,Engaged struggler,High eng / low grades,4,Completed
18077,-0.9195,1,Disengaged,Low eng / low grades,1,Left after Test 1
18078,0.572,0,Engaged struggler,High eng / low grades,4,Completed
18079,0.4251,0,Engaged struggler,High eng / low grades,4,Completed
18080,-0.7442,4,Detached achiever,Low eng / high grades,2,Left after Test 2
18081,-0.5151,2,Disengaged,Low eng / low grades,2,Left after Test 2
18082,0.7933,2,Engaged struggler,High eng / low grades,4,Administrative dropout
18083,0.2859,0,Engaged struggler,High eng / low grades,4,Completed
18084,0.4203,0,Engaged struggler,High eng / low grades,4,Completed
18085,0.3009,1,Engaged struggler,High eng / low grades,4,Completed
18086,0.4315,0,Engaged struggler,High eng / low grades,4,Completed
18087,0.282,1,Engaged struggler,High eng / low grades,4,Completed
18088,-0.5212,3,Detached achiever,Low eng / high grades,2,Left after Test 2
18089,-0.7097,0,Disengaged,Low eng / low grades,4,Administrative dropout
18090,1.0337,2,Engaged struggler,High eng / low grades,4,Administrative dropout
18091,-1.061,0,Disengaged,Low eng / low grades,4,Completed
18092,0.6191,1,Engaged struggler,High eng / low grades,4,Completed
18093,-0.9949,4,Detached achiever,Low eng / high grades,4,Completed
18094,-0.1789,0,Disengaged,Low eng / low grades,4,Completed
18095,0.2462,0,Engaged struggler,High eng / low grades,4,Completed
18096,-0.2849,2,Disengaged,Low eng / low grades,3,Left after Test 3
18097,-0.9895,3,Detached achiever,Low eng / high grades,4,Completed
18098,-0.1014,1,Disengaged,Low eng / low grades,2,Left after Test 2
18099,0.8946,3,Engaged achiever,High eng / high grades,4,Completed
18100,-0.0142,3,Detached achiever,High eng / high grades,4,Administrative dropout
18101,0.3,0,Engaged struggler,High eng / low grades,4,Completed
18102,0.2545,1,Engaged struggler,High eng / low grades,4,Completed
18103,0.0374,4,Engaged achiever,High eng / high grades,4,Completed
18104,-0.0209,3,Detached achiever,High eng / high grades,4,Completed
18105,1.6169,4,Engaged achiever,High eng / high grades,2,Left after Test 2
18106,0.0089,4,Engaged achiever,High eng / high grades,4,Completed
18107,-0.0424,4,Detached achiever,High eng / high grades,4,Completed
18108,0.2919,1,Engaged struggler,High eng / low grades,4,Completed
18109,0.2662,1,Engaged struggler,High eng / low grades,4,Completed
18110,-0.9852,1,Disengaged,Low eng / low grades,2,Left after Test 2
18111,0.8752,0,Engaged struggler,High eng / low grades,4,Completed
18112,-0.0314,4,Detached achiever,High eng / high grades,4,Completed
18113,-0.8774,3,Detached achiever,Low eng / high grades,2,Left after Test 2
18114,0.1942,1,Engaged struggler,High eng / low grades,4,Completed
18115,-0.687,2,Disengaged,Low eng / low grades,3,Left after Test 3
18116,0.1177,1,Engaged struggler,High eng / low grades,4,Completed
18117,0.3767,2,Engaged struggler,High eng / low grades,4,Completed
18118,-0.0895,4,Detached achiever,High eng / high grades,3,Left after Test 3
18119,0.2587,0,Engaged struggler,High eng / low grades,4,Completed
18120,-0.495,4,Detached achiever,Low eng / high grades,4,Administrative dropout
18121,0.8755,1,Engaged struggler,High eng / low grades,4,Completed
18122,0.1734,4,Engaged achiever,High eng / high grades,4,Administrative dropout
18123,1.097,0,Engaged struggler,High eng / low grades,4,Completed
18124,1.4792,1,Engaged struggler,High eng / low grades,2,Left after Test 2
18125,0.6362,1,Engaged struggler,High eng / low grades,4,Completed
18126,-0.0721,1,Disengaged,Low eng / low grades,4,Completed
18127,0.1613,1,Engaged struggler,High eng / low grades,4,Completed
18128,0.9737,2,Engaged struggler,High eng / low grades,4,Completed
18129,-0.3544,4,Detached achiever,Low eng / high grades,4,Administrative dropout
18130,-0.3209,1,Disengaged,Low eng / low grades,4,Administrative dropout
18131,-0.0172,1,Disengaged,Low eng / low grades,4,Completed
18132,0.7422,0,Engaged struggler,High eng / low grades,4,Completed
18133,0.113,4,Engaged achiever,High eng / high grades,4,Completed
18134,-0.0039,1,Disengaged,Low eng / low grades,4,Completed
18135,1.0023,1,Engaged struggler,High eng / low grades,4,Completed
18136,-0.2232,3,Detached achiever,Low eng / high grades,4,Completed
18137,-1.1899,0,Disengaged,Low eng / low grades,1,Left after Test 1
18138,-0.5286,4,Detached achiever,Low eng / high grades,4,Completed
18139,-0.9182,2,Disengaged,Low eng / low grades,1,Left after Test 1
18140,0.1523,1,Engaged struggler,High eng / low grades,4,Completed
18141,1.1685,1,Engaged struggler,High eng / low grades,2,Left after Test 2
18142,-0.0674,1,Disengaged,Low eng / low grades,3,Left after Test 3
18143,0.6759,3,Engaged achiever,High eng / high grades,4,Completed
18144,-0.5617,4,Detached achiever,Low eng / high grades,3,Left after Test 3
18145,-0.0034,4,Detached achiever,High eng / high grades,4,Completed
18146,-0.453,1,Disengaged,Low eng / low grades,4,Completed
18147,0.1416,3,Engaged achiever,High eng / high grades,4,Administrative dropout
18148,-0.4313,3,Detached achiever,Low eng / high grades,3,Left after Test 3
18149,-0.6598,2,Disengaged,Low eng / low grades,4,Administrative dropout
18150,-0.2368,0,Disengaged,Low eng / low grades,4,Completed
18151,-1.0681,3,Detached achiever,Low eng / high grades,4,Completed
18152,-0.5526,0,Disengaged,Low eng / low grades,1,Left after Test 1
18153,0.4021,1,Engaged struggler,High eng / low grades,4,Completed
18154,-0.5846,4,Detached achiever,Low eng / high grades,4,Administrative dropout
18155,-0.2738,1,Disengaged,Low eng / low grades,4,Completed
18156,0.2599,4,Engaged achiever,High eng / high grades,4,Completed
18157,0.4077,4,Engaged achiever,High eng / high grades,4,Administrative dropout
18158,-0.3078,0,Disengaged,Low eng / low grades,1,Left after Test 1
18159,1.6499,1,Engaged struggler,High eng / low grades,2,Left after Test 2
18160,-0.2759,1,Disengaged,Low eng / low grades,4,Completed
18161,-0.318,3,Detached achiever,Low eng / high grades,1,Left after Test 1
18162,1.0101,1,Engaged struggler,High eng / low grades,4,Completed
18163,0.8052,0,Engaged struggler,High eng / low grades,4,Completed
18164,-0.2857,0,Disengaged,Low eng / low grades,4,Completed
18165,1.0599,2,Engaged struggler,High eng / low grades,4,Administrative dropout
18166,-0.6181,3,Detached achiever,Low eng / high grades,2,Left after Test 2
18167,0.218,2,Engaged struggler,High eng / low grades,4,Administrative dropout
18168,-0.0624,3,Detached achiever,High eng / high grades,1,Left after Test 1
18169,-0.4673,4,Detached achiever,Low eng / high grades,3,Left after Test 3
18170,-0.1989,1,Disengaged,Low eng / low grades,4,Completed
18171,-0.9552,4,Detached achiever,Low eng / high grades,4,Completed
18172,-0.3527,4,Detached achiever,Low eng / high grades,3,Left after Test 3
18173,0.7082,1,Engaged struggler,High eng / low grades,4,Completed
18174,-0.2744,0,Disengaged,Low eng / low grades,4,Completed
18175,-0.7346,3,Detached achiever,Low eng / high grades,2,Left after Test 2
18176,0.5736,4,Engaged achiever,High eng / high grades,4,Administrative dropout
18177,0.1945,1,Engaged struggler,High eng / low grades,4,Completed
18178,0.7671,1,Engaged struggler,High eng / low grades,4,Completed
18179,-1.0676,4,Detached achiever,Low eng / high grades,4,Completed
18180,-0.9727,4,Detached achiever,Low eng / high grades,4,Completed
18181,0.4684,4,Engaged achiever,High eng / high grades,4,Completed
18182,0.0192,1,Engaged struggler,Low eng / low grades,4,Completed
18183,-0.3991,4,Detached achiever,Low eng / high grades,4,Administrative dropout
18184,-0.1631,1,Disengaged,Low eng / low grades,4,Administrative dropout
18185,-0.1597,0,Disengaged,Low eng / low grades,4,Completed
18186,-1.2151,0,Disengaged,Low eng / low grades,4,Completed
18187,-0.128,3,Detached achiever,High eng / high grades,4,Completed
18188,-0.2184,3,Detached achiever,Low eng / high grades,4,Completed
18189,-0.4635,1,Disengaged,Low eng / low grades,4,Completed
18190,0.0255,1,Engaged struggler,Low eng / low grades,4,Completed
18191,-0.2932,4,Detached achiever,Low eng / high grades,4,Completed
18192,-1.0816,0,Disengaged,Low eng / low grades,1,Left after Test 1
18193,-0.8737,0,Disengaged,Low eng / low grades,1,Left after Test 1
